,Name of movie,Description,Genre,Stars
427,Annie Hall,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Comedy Romance,8.0
428,All the President's Men,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Biography Drama History,8.0
429,Jaws,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Adventure Thriller,8.0
430,Dog Day Afternoon,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",Biography Crime Drama,8.0
431,Young Frankenstein,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Comedy,8.0
432,Papillon,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",Biography Crime Drama,8.0
433,The Exorcist,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",Horror,8.0
434,Sleuth,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",Mystery Thriller,8.0
435,The Last Picture Show,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",Drama Romance,8.0
436,Fiddler on the Roof,"In pre-revolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",Drama Family Musical,8.0
437,The Conformist,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Drama,8.0
438,Butch Cassidy and the Sundance Kid,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",Biography Crime Drama,8.0
439,Rosemary's Baby,A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,Drama Horror,8.0
440,Planet of the Apes,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",Adventure Sci-Fi,8.0
441,The Graduate,A disillusioned college graduate finds himself torn between his older lover and her daughter.,Comedy Drama Romance,8.0
442,Who's Afraid of Virginia Woolf?,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",Drama,8.0
443,The Sound of Music,A woman leaves an Austrian convent to become a governess to a Naval officer widower's children.,Biography Drama Family,8.0
444,Doctor Zhivago,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Drama Romance War,8.0
445,A Fistful of Dollars,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Action Drama Western,8.0
446,8½,A harried movie director retreats into his memories and fantasies.,Drama,8.0
447,Vivre Sa Vie,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,Drama,8.0
448,The Hustler,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,Drama Sport,8.0
449,The Sweet Life,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,Comedy Drama,8.0
450,Rio Bravo,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",Action Drama Western,8.0
451,Anatomy of a Murder,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",Crime Drama Mystery,8.0
452,Touch of Evil,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",Crime Drama Film-Noir,8.0
453,Cat on a Hot Tin Roof,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Drama,8.0
454,Sweet Smell of Success,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,Drama Film-Noir,8.0
455,The Killing,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Crime Drama Film-Noir,8.0
456,The Night of the Hunter,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",Crime Drama Film-Noir,8.0
457,La Strada,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",Drama,8.0
458,Stalag 17,"When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Comedy Drama War,8.0
459,Roman Holiday,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,Comedy Romance,8.0
460,High Noon,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",Drama Thriller Western,8.0
461,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Drama,8.0
462,Strangers on a Train,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Crime Film-Noir Thriller,8.0
463,In a Lonely Place,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Drama Film-Noir Mystery,8.0
464,Kind Hearts and Coronets,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Comedy Crime,8.0
465,Rope,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,Crime Drama Mystery,8.0
466,Out of the Past,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",Crime Drama Film-Noir,8.0
467,Notorious,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Drama Film-Noir Romance,8.0
468,Brief Encounter,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",Drama Romance,8.0
469,Laura,A police detective falls in love with the woman whose murder he is investigating.,Drama Film-Noir Mystery,8.0
470,Arsenic and Old Lace,A writer of books on the futility of marriage risks his reputation when he decides to get married. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.,Comedy Crime Thriller,8.0
471,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",Crime Film-Noir Mystery,8.0
472,The Wizard of Oz,Dorothy Gale is swept away from her home in Kansas to the magical Land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home and help her friends as well.,Adventure Family Fantasy,8.0
473,The Rules of the Game,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",Comedy Drama,8.0
